Date,Model,MAE,RMSE,
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_12-42-08,Prophet_Chattisgarh,5.986650914012523,7.975145836942638,2025-11-01,49.72837977651822,40.04955755478256,59.707060594436854
2025-12-09_15-21-23,Prophet_Chattisgarh,5.986650914012523,7.975145836942638
2025-12-09_16-26-33,Prophet_Chattisgarh,5.986650914012523,7.975145836942638
2025-12-09_17-52-12,Prophet_Chattisgarh,5.986650914012523,7.975145836942638
2026-01-05_10-53-34,Prophet_Chattisgarh,5.920916598981546,7.911669735643686
2026-01-05_11-13-23,Prophet_Chattisgarh,5.920916598981546,7.911669735643686
