Date_forecast,Forecast,Lower Bound,Upper Bound,Accuracy
2020-04-01,4.145455899608072,-5.828232924807019,14.363249923143403,0.7048408074751293
2020-06-01,11.217957203446595,0.8060309534745271,20.720075184642543,0.7048408074751293
2020-07-01,9.949559599252561,0.6163686738208635,18.985766878646995,0.7048408074751293
2020-08-01,7.576689659379181,-2.046594894727001,17.496627254297223,0.7048408074751293
2020-09-01,13.040674367351771,2.372812755054902,22.08635895639831,0.7048408074751293
2020-10-01,11.409636044135416,2.1122823481086703,21.054567115551425,0.7048408074751293
2020-11-01,17.088799417331447,7.044123056648443,26.93623204413418,0.7048408074751293
2020-12-01,21.90679181732296,12.607989583053438,31.748469346241514,0.7048408074751293
2021-01-01,12.790827102887176,2.384698360445975,22.353298088459045,0.7048408074751293
2021-02-01,7.532353383847872,-2.9016577531626675,17.91785350944347,0.7048408074751293
2021-03-01,10.52118485867563,0.797912524274624,21.315236462570372,0.7048408074751293
2021-04-01,4.2952047520376775,-5.309269642595512,14.508090075510136,0.7048408074751293
2021-05-01,5.547283917833168,-4.083273027169368,14.780362266887565,0.7048408074751293
2021-06-01,9.942025368899502,-0.5356201765251354,20.122849889500035,0.7048408074751293
2021-07-01,14.033949295355471,3.4708171584665046,23.161765343433284,0.7048408074751293
2021-08-01,11.978204276573742,1.6250772455890323,21.253692308013147,0.7048408074751293
2021-09-01,16.028048760410567,5.860047235714782,25.986465957875343,0.7048408074751293
2021-10-01,12.131992892316418,2.454021353221615,22.47101311940012,0.7048408074751293
2021-11-01,22.62398037718446,12.110525575722686,33.36977610682675,0.7048408074751293
2021-12-01,24.692795105075987,15.476610429002825,35.506872374678416,0.7048408074751293
2022-01-01,19.809922588037193,10.346389461371706,29.515321791427105,0.7048408074751293
2022-02-01,7.800541976532704,-1.8090235797000567,18.04824470851012,0.7048408074751293
2022-03-01,13.016894692530508,2.910022198624667,23.11319156635695,0.7048408074751293
2022-04-01,4.013377079464062,-6.367627966170854,14.247887366016975,0.7048408074751293
2022-05-01,10.45571654624852,0.33755315135371877,21.136154791689012,0.7048408074751293
2022-06-01,6.7746469204235185,-3.364590969273116,15.29267577993269,0.7048408074751293
2022-07-01,18.809413370915067,8.086723097457847,29.34920700275598,0.7048408074751293
2022-08-01,17.36099971979081,7.753644614998847,26.971046735678748,0.7048408074751293
2022-09-01,18.790262848955727,8.472113903454611,28.663473476884437,0.7048408074751293
2022-10-01,12.004315892628249,2.4887132349560526,22.78176538906695,0.7048408074751293
2022-11-01,28.69446152373226,19.144723029129455,38.892317229207364,0.7048408074751293
2022-12-01,26.55390866429434,16.72466484261264,36.74964146517584,0.7048408074751293
2023-01-01,28.36999708469478,18.18630431446376,38.78881664197799,0.7048408074751293
2023-02-01,7.459248274530434,-3.3460806897327973,16.812852428557594,0.7048408074751293
2023-03-01,15.549450433867104,5.1423535212027724,25.519134883716593,0.7048408074751293
2023-04-01,3.3196130650676063,-7.015816978988114,13.651541063214877,0.7048408074751293
2023-05-01,16.636804514645075,6.766999652327315,26.63937906010016,0.7048408074751293
2023-06-01,1.7131814007956203,-8.5930158208637,11.54103873522886,0.7048408074751293
2023-07-01,24.322782147519533,15.443656464344974,34.514307902144395,0.7048408074751293
2023-08-01,23.70974435878629,13.461953371988988,33.27929257007878,0.7048408074751293
2023-09-01,21.288783972642886,11.003070824505011,31.230382315711886,0.7048408074751293
2023-10-01,11.036631655642486,0.9908526612616623,21.13934023074929,0.7048408074751293
2023-11-01,35.30724176689752,25.688979821106248,46.19520873391755,0.7048408074751293
2023-12-01,27.517410373514956,17.847429090999423,37.34269381869888,0.7048408074751293
2024-01-01,39.03269685153293,29.37231470915295,49.18244666314177,0.7048408074751293
2024-02-01,6.670204718725086,-2.8489395400722812,16.947338436908773,0.7048408074751293
2024-03-01,18.31154803019561,8.393970791004845,28.77694190144026,0.7048408074751293
2024-04-01,9.412176265402495,-0.6006023348000991,19.493826681238147,0.7048408074751293
2024-05-01,4.400004050506253,-5.165624908902174,15.08800514229609,0.7048408074751293
2024-06-01,25.45327513077999,16.170724106604645,35.7449725599601,0.7048408074751293
2024-07-01,22.568749204000813,12.35545431813593,32.89886156506721,0.7048408074751293
2024-08-01,17.18181670464744,6.907618720199271,26.357759185235405,0.7048408074751293
2024-09-01,29.565180117432007,20.089922802785264,39.7900588625985,0.7048408074751293
2024-10-01,25.8614236256737,16.326953838604457,36.11484050215358,0.7048408074751293
2024-11-01,38.72516189017257,28.549899646735533,48.24482043693817,0.7048408074751293
2024-12-01,49.63365324245859,40.26010744250777,59.51113173119008,0.7048408074751293
2025-01-01,28.974268247766677,18.598353266943715,39.37451084636186,0.7048408074751293
2025-02-01,17.059417539334305,7.245450024417194,26.47503690436438,0.7048408074751293
2025-03-01,23.824744992826844,13.395255414533462,33.60641455064371,0.7048408074751293
2025-04-01,9.724625193232331,-0.9806122233411589,20.251062410723627,0.7048408074751293
2025-05-01,12.557402876509038,2.391615526527846,22.781936109143263,0.7048408074751293
2025-06-01,22.50220057528357,12.020477017056802,32.429994668466485,0.7048408074751293
2025-07-01,31.758890117099817,21.570493175801733,41.96860200080729,0.7048408074751293
2025-08-01,27.102701041874056,17.17036644847911,36.35654436180157,0.7048408074751293
2025-09-01,36.26095109655704,27.015454307248078,47.08620107719902,0.7048408074751293
2025-10-01,27.443050683051716,17.210357080626196,36.771359594901504,0.7048408074751293
2025-11-01,51.16947935151747,40.8934756765446,61.06965997979499,0.7048408074751293
2025-12-01,55.841577870885615,45.78545801962509,65.66112870963296,0.7048408074751293
